"","index","schedule_date","schedule_season","schedule_week","team_home","team_home_full","team_away_full","score_home","score_away","score_total","over_under_line","over_under_diff","over_binary","spread_favorite","home_total_dvoa","home_weighted_dvoa","home_offense_dvoa","home_defense_dvoa","home_special_dvoa","home_off_def_difference","home_sec_play_total","home_sec_play_neutral","home_sec_play_composite","away_total_dvoa","away_weighted_dvoa","away_offense_dvoa","away_defense_dvoa","away_special_dvoa","away_off_def_difference","away_sec_play_total","away_sec_play_neutral","away_sec_play_composite","dvoa_total_cumulative","dvoa_total_difference","dvoa_weighted_cumulative","dvoa_weighted_difference","dvoa_offense_cumulative","dvoa_offense_difference","dvoa_defense_cumulative","dvoa_defense_difference","dvoa_special_cumulative","dvoa_special_difference","dvoa_home_offense_matchup","dvoa_away_offense_matchup","composite_pace_average","composite_pace_difference","offense_matchup_cumulative","offense_matchup_difference"
"4869",4869,"2013-09-08",2013,1,"LAR","LAR2013","ARI2013",27,24,51,41.5,9.5,1,-3.5,5.4,12.3,-9.7,-8.9,6.3,-16,28.09,32.31,30.2,12.6,17.4,-2.5,-19.1,-4.1,1.6,27.72,30.16,28.94,18,7.2,29.7,5.1,-12.2,7.2,-28,10.2,-12.8,10.4,-28.8,-11.4,29.57,1.26,-40.2,17.4
"4870",4870,"2013-09-09",2013,1,"LAC","LAC2013","HOU2013",28,31,59,45.5,13.5,1,-6.5,5.2,12.1,23.6,19.3,0.8,22.8,29.47,31.96,30.715,-25.4,-30.7,-19.3,1,-5.1,-14.2,26.91,30.82,28.865,-20.2,30.6,-18.6,42.8,4.3,42.9,20.3,18.3,1.8,5.9,24.6,0,29.79,1.85,24.6,24.6
"4871",4871,"2013-09-09",2013,1,"WAS","WAS2013","PHI2013",27,33,60,53.5,6.5,1,-4.5,-27.5,-25.9,-10.1,5.3,-12,1.9,26.22,30.8,28.51,13.5,22,22.6,6.2,-2.8,25.4,23.38,23.88,23.63,-14,41,-3.9,47.9,12.5,32.7,11.5,0.9,-5.8,9.2,-3.9,27.9,26.07,4.88,24,31.8
"4872",4872,"2013-09-12",2013,2,"NE","NE2013","NYJ2013",13,10,23,43.5,-20.5,0,-11.5,17.9,21.5,16.5,5.3,6.7,9.8,24.65,26.59,25.62,-9.5,-10.8,-15.5,-3.9,2.1,-17.6,27.45,29.38,28.415,8.4,27.4,10.7,32.3,1,32,1.4,9.2,2.8,4.6,12.6,-10.2,27.0175,2.795,2.4,22.8
"4873",4873,"2013-09-15",2013,2,"ARI","ARI2013","DET2013",25,21,46,48.5,-2.5,0,-2,12.6,17.4,-2.5,-19.1,-4.1,1.6,27.72,30.16,28.94,1.9,1.4,-2.1,-4.4,-0.4,-1.7,27.61,30.95,29.28,14.5,10.7,18.8,16,-4.6,0.4,-23.5,14.7,-8.5,3.7,-6.9,-21.2,29.11,0.34,-28.1,14.3
"4874",4874,"2013-09-15",2013,2,"ATL","ATL2013","LAR2013",31,24,55,47.5,7.5,1,-5.5,-6.4,-10.5,3.2,9.4,-0.1,3.3,27.77,31.69,29.73,5.4,12.3,-9.7,-8.9,6.3,-16,28.09,32.31,30.2,-1,11.8,1.8,22.8,-6.5,12.9,0.5,18.3,-9,6.4,-5.7,-0.299999999999999,29.965,0.469999999999999,-6,5.4
"4875",4875,"2013-09-15",2013,2,"BAL","BAL2013","CLE2013",14,6,20,44,-24,0,-7,-8.1,-4.7,-22,-7.5,6.3,-28.3,25.79,28.28,27.035,-23.7,-25.5,-14.6,10,0.9,-15.5,24.96,28.9,26.93,-31.8,15.6,-30.2,20.8,-36.6,7.4,2.5,17.5,16.3,5.4,-12,-22.1,26.9825,0.105,-34.1,10.1
"4876",4876,"2013-09-15",2013,2,"BUF","BUF2013","CAR2013",24,23,47,43.5,3.5,1,-3.5,-3.9,-4.6,-11.8,-13.4,-5.6,-6.2,23.95,24.92,24.435,24.7,24,8.7,-15,1,7.7,29.93,32,30.965,20.8,28.6,19.4,28.6,-3.1,20.5,-28.4,1.6,-20.6,6.6,-26.8,-4.7,27.7,6.53,-31.5,22.1
"4877",4877,"2013-09-15",2013,2,"CHI","CHI2013","MIN2013",31,30,61,42,19,1,-6.5,6,0.3,13.4,9.4,2,11.4,28.64,31.21,29.925,-8.6,-5.7,-4.4,7.9,3.8,-8.2,26.22,28.64,27.43,-2.6,14.6,-5.4,6,9,17.8,17.3,1.5,9.9,1.8,21.3,5,28.6775,2.495,26.3,16.3
"4878",4878,"2013-09-15",2013,2,"GB","GB2013","WAS2013",38,20,58,50,8,1,-8,-7.7,-14.7,8.5,15.9,-0.3,8.8,26.69,28.92,27.805,-27.5,-25.9,-10.1,5.3,-12,1.9,26.22,30.8,28.51,-35.2,19.8,-40.6,11.2,-1.6,18.6,21.2,10.6,5,11.7,13.8,5.8,28.1575,0.705000000000002,19.6,8
"4879",4879,"2013-09-15",2013,2,"HOU","HOU2013","TEN2013",30,24,54,43,11,1,-9,-25.4,-30.7,-19.3,1,-5.1,-14.2,26.91,30.82,28.865,-6.5,-4.3,1.6,4.8,-3.2,4.8,27.4,30.91,29.155,-31.9,18.9,-35,26.4,-17.7,20.9,5.8,3.8,-0.3,1.9,-14.5,2.6,29.01,0.290000000000003,-11.9,17.1
"4880",4880,"2013-09-15",2013,2,"KC","KC2013","DAL2013",17,16,33,46,-13,0,-3,16,17.7,3.1,-5.1,7.8,-4.7,28.23,29.28,28.755,-0.1,-7.4,7.2,10.7,3.4,3.8,28.25,30.84,29.545,15.9,16.1,10.3,25.1,10.3,4.1,5.6,15.8,18.5,4.4,13.8,2.1,29.15,0.790000000000003,15.9,11.7
"4881",4881,"2013-09-15",2013,2,"NYG","NYG2013","DEN2013",23,41,64,55.5,8.5,1,-4,-16.5,-11,-22,-10.6,-5.1,-16.9,27.74,31.08,29.41,33.2,28.6,34.2,0,-1,35.2,24.73,25.86,25.295,16.7,49.7,17.6,39.6,12.2,56.2,-10.6,10.6,-5.1,4.1,-22,23.6,27.3525,4.115,1.6,45.6
"4882",4882,"2013-09-15",2013,2,"LV","LV2013","JAX2013",19,9,28,40,-12,0,-5,-34.9,-36.6,-17.1,10.7,-7.1,-10,27.93,31.94,29.935,-40.2,-26.7,-30.3,12.5,2.5,-32.8,25.12,28.37,26.745,-75.1,5.3,-63.3,9.9,-47.4,13.2,23.2,1.8,5.4,9.6,-4.6,-19.6,28.34,3.19,-24.2,15
"4883",4883,"2013-09-15",2013,2,"PHI","PHI2013","LAC2013",30,33,63,54,9,1,-7.5,13.5,22,22.6,6.2,-2.8,25.4,23.38,23.88,23.63,5.2,12.1,23.6,19.3,0.8,22.8,29.47,31.96,30.715,18.7,8.3,34.1,9.9,46.2,1,25.5,13.1,16.5,3.6,41.9,29.8,27.1725,7.085,71.7,12.1
"4884",4884,"2013-09-15",2013,2,"SEA","SEA2013","SF2013",29,3,32,44.5,-12.5,0,-2.5,40,41.3,10.1,-25.1,4.7,5.4,29.08,31.49,30.285,16.8,22.1,9.1,-4,3.7,5.4,29.45,30.71,30.08,56.8,23.2,63.4,19.2,19.2,1,-29.1,21.1,0.7,1,6.1,-16,30.1825,0.205000000000002,-9.9,22.1
"4885",4885,"2013-09-15",2013,2,"TB","TB2013","NO2013",14,16,30,48.5,-18.5,0,-4,-5.2,-6,-10,-6.3,-1.5,-8.5,28.18,30.68,29.43,22.9,23.5,16.3,-9.1,-2.5,18.8,28.25,30.26,29.255,17.7,28.1,17.5,29.5,6.3,26.3,-15.4,2.8,-10.6,1,-19.1,10,29.3425,0.175000000000001,-9.1,29.1
"4886",4886,"2013-09-16",2013,2,"CIN","CIN2013","PIT2013",20,10,30,41,-11,0,-6.5,14,17.3,0.9,-11.8,1.2,-0.3,28.2,30,29.1,-1.5,3.6,4.4,6.5,0.5,3.9,28.14,32.31,30.225,12.5,15.5,20.9,13.7,5.3,3.5,-5.3,18.3,7.7,0.7,7.4,-7.4,29.6625,1.125,0,14.8
"4887",4887,"2013-09-19",2013,3,"PHI","PHI2013","KC2013",16,26,42,51,-9,0,-3.5,13.5,22,22.6,6.2,-2.8,25.4,23.38,23.88,23.63,16,17.7,3.1,-5.1,7.8,-4.7,28.23,29.28,28.755,29.5,2.5,39.7,4.3,25.7,19.5,1.1,11.3,-7.9,10.6,17.5,9.3,26.1925,5.125,26.8,8.2
"4888",4888,"2013-09-22",2013,3,"BAL","BAL2013","HOU2013",30,9,39,44.5,-5.5,0,-1,-8.1,-4.7,-22,-7.5,6.3,-28.3,25.79,28.28,27.035,-25.4,-30.7,-19.3,1,-5.1,-14.2,26.91,30.82,28.865,-33.5,17.3,-35.4,26,-41.3,2.7,-6.5,8.5,7.3,11.4,-21,-26.8,27.95,1.83,-47.8,5.8
"4889",4889,"2013-09-22",2013,3,"CAR","CAR2013","NYG2013",38,0,38,47,-9,0,-3,24.7,24,8.7,-15,1,7.7,29.93,32,30.965,-16.5,-11,-22,-10.6,-5.1,-16.9,27.74,31.08,29.41,8.2,41.2,13,35,-13.3,30.7,-25.6,4.4,-9.6,6.1,-1.9,-37,30.1875,1.555,-38.9,35.1
"4890",4890,"2013-09-22",2013,3,"CIN","CIN2013","GB2013",34,30,64,50.5,13.5,1,-3,14,17.3,0.9,-11.8,1.2,-0.3,28.2,30,29.1,-7.7,-14.7,8.5,15.9,-0.3,8.8,26.69,28.92,27.805,6.3,21.7,2.6,32,9.4,7.6,4.1,27.7,17.1,1.5,16.8,-3.3,28.4525,1.295,13.5,20.1
"4891",4891,"2013-09-22",2013,3,"DAL","DAL2013","LAR2013",31,7,38,47,-9,0,-3.5,-0.1,-7.4,7.2,10.7,3.4,3.8,28.25,30.84,29.545,5.4,12.3,-9.7,-8.9,6.3,-16,28.09,32.31,30.2,5.3,5.5,4.9,19.7,-2.5,16.9,1.8,19.6,-5.5,2.9,-1.7,1,29.8725,0.654999999999998,-0.7,2.7
"4892",4892,"2013-09-22",2013,3,"MIA","MIA2013","ATL2013",27,23,50,46,4,1,-2.5,-7.4,-7.9,-2.3,2.8,-2.4,0.1,26.66,30.08,28.37,-6.4,-10.5,3.2,9.4,-0.1,3.3,27.77,31.69,29.73,-13.8,1,-18.4,2.6,0.9,5.5,12.2,6.6,7,2.3,7.1,6,29.05,1.36,13.1,1.1
"4893",4893,"2013-09-22",2013,3,"MIN","MIN2013","CLE2013",27,31,58,40.5,17.5,1,-7,-8.6,-5.7,-4.4,7.9,3.8,-8.2,26.22,28.64,27.43,-23.7,-25.5,-14.6,10,0.9,-15.5,24.96,28.9,26.93,-32.3,15.1,-31.2,19.8,-19,10.2,17.9,2.1,13.8,2.9,5.6,-6.7,27.18,0.5,-1.1,12.3
"4894",4894,"2013-09-22",2013,3,"NE","NE2013","TB2013",23,3,26,45,-19,0,-7.5,17.9,21.5,16.5,5.3,6.7,9.8,24.65,26.59,25.62,-5.2,-6,-10,-6.3,-1.5,-8.5,28.18,30.68,29.43,12.7,23.1,15.5,27.5,6.5,26.5,-1,11.6,0.4,8.2,10.2,-4.7,27.525,3.81,5.5,14.9
"4895",4895,"2013-09-22",2013,3,"NO","NO2013","ARI2013",31,7,38,49.5,-11.5,0,-7.5,22.9,23.5,16.3,-9.1,-2.5,18.8,28.25,30.26,29.255,12.6,17.4,-2.5,-19.1,-4.1,1.6,27.72,30.16,28.94,35.5,10.3,40.9,6.1,13.8,18.8,-28.2,10,-21.6,1.6,-2.8,-11.6,29.0975,0.314999999999998,-14.4,8.8
"4896",4896,"2013-09-22",2013,3,"NYJ","NYJ2013","BUF2013",27,20,47,41,6,1,-2.5,-9.5,-10.8,-15.5,-3.9,2.1,-17.6,27.45,29.38,28.415,-3.9,-4.6,-11.8,-13.4,-5.6,-6.2,23.95,24.92,24.435,-13.4,5.6,-15.4,6.2,-27.3,3.7,-17.3,9.5,-11.3,7.7,-28.9,-15.7,26.425,3.98,-44.6,13.2
"4897",4897,"2013-09-22",2013,3,"PIT","PIT2013","CHI2013",23,40,63,41,22,1,-2.5,-1.5,3.6,4.4,6.5,0.5,3.9,28.14,32.31,30.225,6,0.3,13.4,9.4,2,11.4,28.64,31.21,29.925,4.5,7.5,3.9,3.3,17.8,9,15.9,2.9,9.9,1.5,13.8,19.9,30.075,0.300000000000001,33.7,6.1
"4898",4898,"2013-09-22",2013,3,"SF","SF2013","IND2013",7,27,34,47,-13,0,-10,16.8,22.1,9.1,-4,3.7,5.4,29.45,30.71,30.08,2.7,-1.2,4.4,1.6,-0.1,4.5,26.87,28.5,27.685,19.5,14.1,20.9,23.3,13.5,4.7,-2.4,5.6,5.3,3.8,10.7,0.4,28.8825,2.395,11.1,10.3
"4899",4899,"2013-09-22",2013,3,"SEA","SEA2013","JAX2013",45,17,62,39.5,22.5,1,-20,40,41.3,10.1,-25.1,4.7,5.4,29.08,31.49,30.285,-40.2,-26.7,-30.3,12.5,2.5,-32.8,25.12,28.37,26.745,-0.200000000000003,80.2,14.6,68,-20.2,40.4,-12.6,37.6,17.2,2.2,22.6,-55.4,28.515,3.54,-32.8,78
"4900",4900,"2013-09-22",2013,3,"TEN","TEN2013","LAC2013",20,17,37,43.5,-6.5,0,-3,-6.5,-4.3,1.6,4.8,-3.2,4.8,27.4,30.91,29.155,5.2,12.1,23.6,19.3,0.8,22.8,29.47,31.96,30.715,-1.3,11.7,7.8,16.4,25.2,22,24.1,14.5,16.1,4,20.9,28.4,29.935,1.56,49.3,7.5
"4901",4901,"2013-09-22",2013,3,"WAS","WAS2013","DET2013",20,27,47,49.5,-2.5,0,-1,-27.5,-25.9,-10.1,5.3,-12,1.9,26.22,30.8,28.51,1.9,1.4,-2.1,-4.4,-0.4,-1.7,27.61,30.95,29.28,-25.6,29.4,-24.5,27.3,-12.2,8,0.899999999999999,9.7,-16.4,11.6,-14.5,3.2,28.895,0.77,-11.3,17.7
"4902",4902,"2013-09-23",2013,3,"DEN","DEN2013","LV2013",37,21,58,50,8,1,-16.5,33.2,28.6,34.2,0,-1,35.2,24.73,25.86,25.295,-34.9,-36.6,-17.1,10.7,-7.1,-10,27.93,31.94,29.935,-1.7,68.1,-8,65.2,17.1,51.3,10.7,10.7,9.7,6.1,44.9,-17.1,27.615,4.64,27.8,62
"4903",4903,"2013-09-26",2013,4,"LAR","LAR2013","SF2013",11,35,46,43.5,2.5,1,-4,5.4,12.3,-9.7,-8.9,6.3,-16,28.09,32.31,30.2,16.8,22.1,9.1,-4,3.7,5.4,29.45,30.71,30.08,22.2,11.4,34.4,9.8,-0.6,18.8,-12.9,4.9,2.3,2.6,-13.7,0.199999999999999,30.14,0.120000000000001,-13.5,13.9
"4904",4904,"2013-09-29",2013,4,"ATL","ATL2013","NE2013",23,30,53,50,3,1,-3,-6.4,-10.5,3.2,9.4,-0.1,3.3,27.77,31.69,29.73,17.9,21.5,16.5,5.3,6.7,9.8,24.65,26.59,25.62,11.5,24.3,11,32,19.7,13.3,14.7,4.1,5.2,6.8,8.5,25.9,27.675,4.11,34.4,17.4
"4905",4905,"2013-09-29",2013,4,"BUF","BUF2013","BAL2013",23,20,43,45,-2,0,-4,-3.9,-4.6,-11.8,-13.4,-5.6,-6.2,23.95,24.92,24.435,-8.1,-4.7,-22,-7.5,6.3,-28.3,25.79,28.28,27.035,-12,4.2,-9.3,0.100000000000001,-33.8,10.2,-20.9,5.9,-13.1,11.9,-19.3,-35.4,25.735,2.6,-54.7,16.1
"4906",4906,"2013-09-29",2013,4,"CLE","CLE2013","CIN2013",17,6,23,42.5,-19.5,0,-4.5,-23.7,-25.5,-14.6,10,0.9,-15.5,24.96,28.9,26.93,14,17.3,0.9,-11.8,1.2,-0.3,28.2,30,29.1,-9.7,37.7,-8.2,42.8,-13.7,15.5,-1.8,21.8,-10.9,0.3,-26.4,10.9,28.015,2.17,-15.5,37.3
"4907",4907,"2013-09-29",2013,4,"DEN","DEN2013","PHI2013",52,20,72,59,13,1,-11.5,33.2,28.6,34.2,0,-1,35.2,24.73,25.86,25.295,13.5,22,22.6,6.2,-2.8,25.4,23.38,23.88,23.63,46.7,19.7,50.6,6.6,56.8,11.6,6.2,6.2,5.2,1.8,40.4,22.6,24.4625,1.665,63,17.8
"4908",4908,"2013-09-29",2013,4,"DET","DET2013","CHI2013",40,32,72,49.5,22.5,1,-2.5,1.9,1.4,-2.1,-4.4,-0.4,-1.7,27.61,30.95,29.28,6,0.3,13.4,9.4,2,11.4,28.64,31.21,29.925,7.9,4.1,1.7,1.1,11.3,15.5,5,13.8,9,2.4,7.3,9,29.6025,0.645,16.3,1.7
"4909",4909,"2013-09-29",2013,4,"HOU","HOU2013","SEA2013",20,23,43,41,2,1,-2,-25.4,-30.7,-19.3,1,-5.1,-14.2,26.91,30.82,28.865,40,41.3,10.1,-25.1,4.7,5.4,29.08,31.49,30.285,14.6,65.4,10.6,72,-9.2,29.4,-24.1,26.1,-30.2,9.8,-44.4,11.1,29.575,1.42,-33.3,55.5
"4910",4910,"2013-09-29",2013,4,"JAX","JAX2013","IND2013",3,37,40,42.5,-2.5,0,-9.5,-40.2,-26.7,-30.3,12.5,2.5,-32.8,25.12,28.37,26.745,2.7,-1.2,4.4,1.6,-0.1,4.5,26.87,28.5,27.685,-37.5,42.9,-27.9,25.5,-25.9,34.7,14.1,10.9,4.1,2.6,-28.7,16.9,27.215,0.939999999999998,-11.8,45.6
"4911",4911,"2013-09-29",2013,4,"KC","KC2013","NYG2013",31,7,38,44,-6,0,-4.5,16,17.7,3.1,-5.1,7.8,-4.7,28.23,29.28,28.755,-16.5,-11,-22,-10.6,-5.1,-16.9,27.74,31.08,29.41,-0.5,32.5,6.7,28.7,-18.9,25.1,-15.7,5.5,-2.8,12.9,-7.5,-27.1,29.0825,0.655000000000001,-34.6,19.6
"4912",4912,"2013-09-29",2013,4,"LV","LV2013","WAS2013",14,24,38,46,-8,0,-4,-34.9,-36.6,-17.1,10.7,-7.1,-10,27.93,31.94,29.935,-27.5,-25.9,-10.1,5.3,-12,1.9,26.22,30.8,28.51,-62.4,7.4,-62.5,10.7,-27.2,7,16,5.4,-1.8,4.9,-11.8,0.6,29.2225,1.425,-11.2,12.4
"4913",4913,"2013-09-29",2013,4,"LAC","LAC2013","DAL2013",30,21,51,48,3,1,-1.5,5.2,12.1,23.6,19.3,0.8,22.8,29.47,31.96,30.715,-0.1,-7.4,7.2,10.7,3.4,3.8,28.25,30.84,29.545,5.1,5.3,4.7,19.5,30.8,16.4,30,8.6,11.5,2.6,34.3,26.5,30.13,1.17,60.8,7.8
"4914",4914,"2013-09-29",2013,4,"TB","TB2013","ARI2013",10,13,23,40,-17,0,-2.5,-5.2,-6,-10,-6.3,-1.5,-8.5,28.18,30.68,29.43,12.6,17.4,-2.5,-19.1,-4.1,1.6,27.72,30.16,28.94,7.4,17.8,11.4,23.4,-12.5,7.5,-25.4,12.8,-20.6,2.6,-29.1,-8.8,29.185,0.489999999999998,-37.9,20.3
"4915",4915,"2013-09-29",2013,4,"TEN","TEN2013","NYJ2013",38,13,51,40.5,10.5,1,-3.5,-6.5,-4.3,1.6,4.8,-3.2,4.8,27.4,30.91,29.155,-9.5,-10.8,-15.5,-3.9,2.1,-17.6,27.45,29.38,28.415,-16,3,-15.1,6.5,-13.9,17.1,0.9,8.7,-7.1,5.3,-2.3,-10.7,28.785,0.740000000000002,-13,8.4
"4916",4916,"2013-09-30",2013,4,"NO","NO2013","MIA2013",38,17,55,49,6,1,-7.5,22.9,23.5,16.3,-9.1,-2.5,18.8,28.25,30.26,29.255,-7.4,-7.9,-2.3,2.8,-2.4,0.1,26.66,30.08,28.37,15.5,30.3,15.6,31.4,14,18.6,-6.3,11.9,0.3,0.1,19.1,-11.4,28.8125,0.884999999999998,7.7,30.5
"4917",4917,"2013-10-03",2013,5,"CLE","CLE2013","BUF2013",37,24,61,41,20,1,-4,-23.7,-25.5,-14.6,10,0.9,-15.5,24.96,28.9,26.93,-3.9,-4.6,-11.8,-13.4,-5.6,-6.2,23.95,24.92,24.435,-27.6,19.8,-30.1,20.9,-26.4,2.8,-3.4,23.4,-12.5,6.5,-28,-1.8,25.6825,2.495,-29.8,26.2
"4918",4918,"2013-10-06",2013,5,"ARI","ARI2013","CAR2013",22,6,28,42.5,-14.5,0,-3,12.6,17.4,-2.5,-19.1,-4.1,1.6,27.72,30.16,28.94,24.7,24,8.7,-15,1,7.7,29.93,32,30.965,37.3,12.1,41.4,6.6,6.2,11.2,-34.1,4.1,-19.1,5.1,-17.5,-10.4,29.9525,2.025,-27.9,7.1
"4919",4919,"2013-10-06",2013,5,"CHI","CHI2013","NO2013",18,26,44,51.5,-7.5,0,-1.5,6,0.3,13.4,9.4,2,11.4,28.64,31.21,29.925,22.9,23.5,16.3,-9.1,-2.5,18.8,28.25,30.26,29.255,28.9,16.9,23.8,23.2,29.7,2.9,0.300000000000001,18.5,-7.1,4.5,4.3,25.7,29.59,0.670000000000002,30,21.4
"4920",4920,"2013-10-06",2013,5,"CIN","CIN2013","NE2013",13,6,19,45.5,-26.5,0,-1,14,17.3,0.9,-11.8,1.2,-0.3,28.2,30,29.1,17.9,21.5,16.5,5.3,6.7,9.8,24.65,26.59,25.62,31.9,3.9,38.8,4.2,17.4,15.6,-6.5,17.1,6.5,5.5,6.2,4.7,27.36,3.48,10.9,1.5
"4921",4921,"2013-10-06",2013,5,"DAL","DAL2013","DEN2013",48,51,99,57.5,41.5,1,-9,-0.1,-7.4,7.2,10.7,3.4,3.8,28.25,30.84,29.545,33.2,28.6,34.2,0,-1,35.2,24.73,25.86,25.295,33.1,33.3,21.2,36,41.4,27,10.7,10.7,3.4,4.4,7.2,44.9,27.42,4.25,52.1,37.7
"4922",4922,"2013-10-06",2013,5,"GB","GB2013","DET2013",22,9,31,55,-24,0,-9.5,-7.7,-14.7,8.5,15.9,-0.3,8.8,26.69,28.92,27.805,1.9,1.4,-2.1,-4.4,-0.4,-1.7,27.61,30.95,29.28,-5.8,9.6,-13.3,16.1,6.4,10.6,11.5,20.3,-4.7,0.1,4.1,13.8,28.5425,1.475,17.9,9.7
"4923",4923,"2013-10-06",2013,5,"IND","IND2013","SEA2013",34,28,62,44,18,1,-3,2.7,-1.2,4.4,1.6,-0.1,4.5,26.87,28.5,27.685,40,41.3,10.1,-25.1,4.7,5.4,29.08,31.49,30.285,42.7,37.3,40.1,42.5,14.5,5.7,-23.5,26.7,-25.2,4.8,-20.7,11.7,28.985,2.6,-9,32.4
"4924",4924,"2013-10-06",2013,5,"MIA","MIA2013","BAL2013",23,26,49,43,6,1,-2.5,-7.4,-7.9,-2.3,2.8,-2.4,0.1,26.66,30.08,28.37,-8.1,-4.7,-22,-7.5,6.3,-28.3,25.79,28.28,27.035,-15.5,0.699999999999999,-12.6,3.2,-24.3,19.7,-4.7,10.3,-9.9,8.7,-9.8,-19.2,27.7025,1.335,-29,9.4
"4925",4925,"2013-10-06",2013,5,"NYG","NYG2013","PHI2013",21,36,57,54,3,1,-1.5,-16.5,-11,-22,-10.6,-5.1,-16.9,27.74,31.08,29.41,13.5,22,22.6,6.2,-2.8,25.4,23.38,23.88,23.63,-3,30,11,33,0.600000000000001,44.6,-4.4,16.8,1.1,2.3,-15.8,12,26.52,5.78,-3.8,27.8
"4926",4926,"2013-10-06",2013,5,"LV","LV2013","LAC2013",27,17,44,47,-3,0,-5,-34.9,-36.6,-17.1,10.7,-7.1,-10,27.93,31.94,29.935,5.2,12.1,23.6,19.3,0.8,22.8,29.47,31.96,30.715,-29.7,40.1,-24.5,48.7,6.5,40.7,30,8.6,12.2,7.9,2.2,34.3,30.325,0.780000000000001,36.5,32.1
"4927",4927,"2013-10-06",2013,5,"SF","SF2013","HOU2013",34,3,37,44,-7,0,-4.5,16.8,22.1,9.1,-4,3.7,5.4,29.45,30.71,30.08,-25.4,-30.7,-19.3,1,-5.1,-14.2,26.91,30.82,28.865,-8.6,42.2,-8.6,52.8,-10.2,28.4,-3,5,4.7,8.8,10.1,-23.3,29.4725,1.215,-13.2,33.4
"4928",4928,"2013-10-06",2013,5,"LAR","LAR2013","JAX2013",34,20,54,41,13,1,-11,5.4,12.3,-9.7,-8.9,6.3,-16,28.09,32.31,30.2,-40.2,-26.7,-30.3,12.5,2.5,-32.8,25.12,28.37,26.745,-34.8,45.6,-14.4,39,-40,20.6,3.6,21.4,18.8,3.8,2.8,-39.2,28.4725,3.455,-36.4,42
"4929",4929,"2013-10-06",2013,5,"TEN","TEN2013","KC2013",17,26,43,38.5,4.5,1,-3,-6.5,-4.3,1.6,4.8,-3.2,4.8,27.4,30.91,29.155,16,17.7,3.1,-5.1,7.8,-4.7,28.23,29.28,28.755,9.5,22.5,13.4,22,4.7,1.5,-0.3,9.9,-8.3,11,-3.5,7.9,28.955,0.400000000000002,4.4,11.4
"4930",4930,"2013-10-07",2013,5,"ATL","ATL2013","NYJ2013",28,30,58,45,13,1,-10.5,-6.4,-10.5,3.2,9.4,-0.1,3.3,27.77,31.69,29.73,-9.5,-10.8,-15.5,-3.9,2.1,-17.6,27.45,29.38,28.415,-15.9,3.1,-21.3,0.300000000000001,-12.3,18.7,5.5,13.3,-4,2.2,-0.7,-6.1,29.0725,1.315,-6.8,5.4
"4931",4931,"2013-10-13",2013,6,"BAL","BAL2013","GB2013",17,19,36,48,-12,0,-2,-8.1,-4.7,-22,-7.5,6.3,-28.3,25.79,28.28,27.035,-7.7,-14.7,8.5,15.9,-0.3,8.8,26.69,28.92,27.805,-15.8,0.399999999999999,-19.4,10,-13.5,30.5,8.4,23.4,22.2,6.6,-6.1,1,27.42,0.77,-5.1,7.1
"4932",4932,"2013-10-13",2013,6,"BUF","BUF2013","CIN2013",24,27,51,41,10,1,-6,-3.9,-4.6,-11.8,-13.4,-5.6,-6.2,23.95,24.92,24.435,14,17.3,0.9,-11.8,1.2,-0.3,28.2,30,29.1,10.1,17.9,12.7,21.9,-10.9,12.7,-25.2,1.6,-17.4,6.8,-23.6,-12.5,26.7675,4.665,-36.1,11.1
"4933",4933,"2013-10-13",2013,6,"CLE","CLE2013","DET2013",17,31,48,43.5,4.5,1,-2.5,-23.7,-25.5,-14.6,10,0.9,-15.5,24.96,28.9,26.93,1.9,1.4,-2.1,-4.4,-0.4,-1.7,27.61,30.95,29.28,-21.8,25.6,-24.1,26.9,-16.7,12.5,5.6,14.4,-3.5,1.3,-19,7.9,28.105,2.35,-11.1,26.9
"4934",4934,"2013-10-13",2013,6,"DAL","DAL2013","WAS2013",31,16,47,51.5,-4.5,0,-5.5,-0.1,-7.4,7.2,10.7,3.4,3.8,28.25,30.84,29.545,-27.5,-25.9,-10.1,5.3,-12,1.9,26.22,30.8,28.51,-27.6,27.4,-33.3,18.5,-2.9,17.3,16,5.4,8.7,15.4,12.5,0.6,29.0275,1.035,13.1,11.9
"4935",4935,"2013-10-13",2013,6,"DEN","DEN2013","JAX2013",35,19,54,52,2,1,-26.5,33.2,28.6,34.2,0,-1,35.2,24.73,25.86,25.295,-40.2,-26.7,-30.3,12.5,2.5,-32.8,25.12,28.37,26.745,-7,73.4,1.9,55.3,3.9,64.5,12.5,12.5,11.5,3.5,46.7,-30.3,26.02,1.45,16.4,77
"4936",4936,"2013-10-13",2013,6,"HOU","HOU2013","LAR2013",13,38,51,42.5,8.5,1,-9,-25.4,-30.7,-19.3,1,-5.1,-14.2,26.91,30.82,28.865,5.4,12.3,-9.7,-8.9,6.3,-16,28.09,32.31,30.2,-20,30.8,-18.4,43,-29,9.6,-7.9,9.9,-14,11.4,-28.2,-8.7,29.5325,1.335,-36.9,19.5
