"","index","schedule_date","schedule_season","schedule_week","team_home","team_home_full","team_away_full","score_home","score_away","score_total","over_under_line","over_under_diff","over_binary","spread_favorite","home_total_dvoa","home_weighted_dvoa","home_offense_dvoa","home_defense_dvoa","home_special_dvoa","home_off_def_difference","home_sec_play_total","home_sec_play_neutral","home_sec_play_composite","away_total_dvoa","away_weighted_dvoa","away_offense_dvoa","away_defense_dvoa","away_special_dvoa","away_off_def_difference","away_sec_play_total","away_sec_play_neutral","away_sec_play_composite","dvoa_total_cumulative","dvoa_total_difference","dvoa_weighted_cumulative","dvoa_weighted_difference","dvoa_offense_cumulative","dvoa_offense_difference","dvoa_defense_cumulative","dvoa_defense_difference","dvoa_special_cumulative","dvoa_special_difference","dvoa_home_offense_matchup","dvoa_away_offense_matchup","composite_pace_average","composite_pace_difference","offense_matchup_cumulative","offense_matchup_difference"
"4937",4937,"2013-10-13",2013,6,"KC","KC2013","LV2013",24,7,31,41.5,-10.5,0,-7.5,16,17.7,3.1,-5.1,7.8,-4.7,28.23,29.28,28.755,-34.9,-36.6,-17.1,10.7,-7.1,-10,27.93,31.94,29.935,-18.9,50.9,-18.9,54.3,-14,20.2,5.6,15.8,18.5,14.9,13.8,-22.2,29.345,1.18,-8.4,36
"4938",4938,"2013-10-13",2013,6,"MIN","MIN2013","CAR2013",10,35,45,44.5,0.5,1,-2.5,-8.6,-5.7,-4.4,7.9,3.8,-8.2,26.22,28.64,27.43,24.7,24,8.7,-15,1,7.7,29.93,32,30.965,16.1,33.3,18.3,29.7,4.3,13.1,-7.1,22.9,-11.2,2.8,-19.4,16.6,29.1975,3.535,-2.8,36
"4939",4939,"2013-10-13",2013,6,"NE","NE2013","NO2013",30,27,57,50,7,1,-2.5,17.9,21.5,16.5,5.3,6.7,9.8,24.65,26.59,25.62,22.9,23.5,16.3,-9.1,-2.5,18.8,28.25,30.26,29.255,40.8,5,45,2,32.8,0.199999999999999,-3.8,14.4,-2.4,9.2,7.4,21.6,27.4375,3.635,29,14.2
"4940",4940,"2013-10-13",2013,6,"NYJ","NYJ2013","PIT2013",6,19,25,41,-16,0,-1.5,-9.5,-10.8,-15.5,-3.9,2.1,-17.6,27.45,29.38,28.415,-1.5,3.6,4.4,6.5,0.5,3.9,28.14,32.31,30.225,-11,8,-7.2,14.4,-11.1,19.9,2.6,10.4,8.6,1.6,-9,0.5,29.32,1.81,-8.5,9.5
"4941",4941,"2013-10-13",2013,6,"SF","SF2013","ARI2013",32,20,52,41,11,1,-10.5,16.8,22.1,9.1,-4,3.7,5.4,29.45,30.71,30.08,12.6,17.4,-2.5,-19.1,-4.1,1.6,27.72,30.16,28.94,29.4,4.2,39.5,4.7,6.6,11.6,-23.1,15.1,-15.4,7.8,-10,-6.5,29.51,1.14,-16.5,3.5
"4942",4942,"2013-10-13",2013,6,"SEA","SEA2013","TEN2013",20,13,33,41.5,-8.5,0,-11.5,40,41.3,10.1,-25.1,4.7,5.4,29.08,31.49,30.285,-6.5,-4.3,1.6,4.8,-3.2,4.8,27.4,30.91,29.155,33.5,46.5,37,45.6,11.7,8.5,-20.3,29.9,9.5,7.9,14.9,-23.5,29.72,1.13,-8.6,38.4
"4943",4943,"2013-10-13",2013,6,"TB","TB2013","PHI2013",20,31,51,44,7,1,-3,-5.2,-6,-10,-6.3,-1.5,-8.5,28.18,30.68,29.43,13.5,22,22.6,6.2,-2.8,25.4,23.38,23.88,23.63,8.3,18.7,16,28,12.6,32.6,-0.0999999999999996,12.5,4.7,1.3,-3.8,16.3,26.53,5.8,12.5,20.1
"4944",4944,"2013-10-14",2013,6,"LAC","LAC2013","IND2013",19,9,28,50.5,-22.5,0,0,5.2,12.1,23.6,19.3,0.8,22.8,29.47,31.96,30.715,2.7,-1.2,4.4,1.6,-0.1,4.5,26.87,28.5,27.685,7.9,2.5,10.9,13.3,28,19.2,20.9,17.7,2.4,0.9,25.2,23.7,29.2,3.03,48.9,1.5
"4945",4945,"2013-10-17",2013,7,"ARI","ARI2013","SEA2013",22,34,56,41.5,14.5,1,-4.5,12.6,17.4,-2.5,-19.1,-4.1,1.6,27.72,30.16,28.94,40,41.3,10.1,-25.1,4.7,5.4,29.08,31.49,30.285,52.6,27.4,58.7,23.9,7.6,12.6,-44.2,6,-29.2,8.8,-27.6,-9,29.6125,1.345,-36.6,18.6
"4946",4946,"2013-10-20",2013,7,"ATL","ATL2013","TB2013",31,23,54,43,11,1,-6.5,-6.4,-10.5,3.2,9.4,-0.1,3.3,27.77,31.69,29.73,-5.2,-6,-10,-6.3,-1.5,-8.5,28.18,30.68,29.43,-11.6,1.2,-16.5,4.5,-6.8,13.2,3.1,15.7,-6.4,1.4,-3.1,-0.6,29.58,0.300000000000001,-3.7,2.5
"4947",4947,"2013-10-20",2013,7,"CAR","CAR2013","LAR2013",30,15,45,42,3,1,-7,24.7,24,8.7,-15,1,7.7,29.93,32,30.965,5.4,12.3,-9.7,-8.9,6.3,-16,28.09,32.31,30.2,30.1,19.3,36.3,11.7,-1,18.4,-23.9,6.1,-7.9,5.3,-0.200000000000001,-24.7,30.5825,0.765000000000001,-24.9,24.5
"4948",4948,"2013-10-20",2013,7,"DET","DET2013","CIN2013",24,27,51,46,5,1,-1.5,1.9,1.4,-2.1,-4.4,-0.4,-1.7,27.61,30.95,29.28,14,17.3,0.9,-11.8,1.2,-0.3,28.2,30,29.1,15.9,12.1,18.7,15.9,-1.2,3,-16.2,7.4,-12.2,1.6,-13.9,-3.5,29.19,0.18,-17.4,10.4
"4949",4949,"2013-10-20",2013,7,"GB","GB2013","CLE2013",31,13,44,45,-1,0,-9.5,-7.7,-14.7,8.5,15.9,-0.3,8.8,26.69,28.92,27.805,-23.7,-25.5,-14.6,10,0.9,-15.5,24.96,28.9,26.93,-31.4,16,-40.2,10.8,-6.1,23.1,25.9,5.9,9.7,1.2,18.5,1.3,27.3675,0.875,19.8,17.2
"4950",4950,"2013-10-20",2013,7,"IND","IND2013","DEN2013",39,33,72,55.5,16.5,1,-6,2.7,-1.2,4.4,1.6,-0.1,4.5,26.87,28.5,27.685,33.2,28.6,34.2,0,-1,35.2,24.73,25.86,25.295,35.9,30.5,27.4,29.8,38.6,29.8,1.6,1.6,-0.1,0.9,4.4,35.8,26.49,2.39,40.2,31.4
"4951",4951,"2013-10-20",2013,7,"JAX","JAX2013","LAC2013",6,24,30,44.5,-14.5,0,-7,-40.2,-26.7,-30.3,12.5,2.5,-32.8,25.12,28.37,26.745,5.2,12.1,23.6,19.3,0.8,22.8,29.47,31.96,30.715,-35,45.4,-14.6,38.8,-6.7,53.9,31.8,6.8,21.8,1.7,-11,36.1,28.73,3.97,25.1,47.1
"4952",4952,"2013-10-20",2013,7,"KC","KC2013","HOU2013",17,16,33,39,-6,0,-6,16,17.7,3.1,-5.1,7.8,-4.7,28.23,29.28,28.755,-25.4,-30.7,-19.3,1,-5.1,-14.2,26.91,30.82,28.865,-9.4,41.4,-13,48.4,-16.2,22.4,-4.1,6.1,8.8,12.9,4.1,-24.4,28.81,0.109999999999999,-20.3,28.5
"4953",4953,"2013-10-20",2013,7,"MIA","MIA2013","BUF2013",21,23,44,44.5,-0.5,0,-6.5,-7.4,-7.9,-2.3,2.8,-2.4,0.1,26.66,30.08,28.37,-3.9,-4.6,-11.8,-13.4,-5.6,-6.2,23.95,24.92,24.435,-11.3,3.5,-12.5,3.3,-14.1,9.5,-10.6,16.2,-15.8,3.2,-15.7,-9,26.4025,3.935,-24.7,6.7
"4954",4954,"2013-10-20",2013,7,"NYJ","NYJ2013","NE2013",30,27,57,43,14,1,-3,-9.5,-10.8,-15.5,-3.9,2.1,-17.6,27.45,29.38,28.415,17.9,21.5,16.5,5.3,6.7,9.8,24.65,26.59,25.62,8.4,27.4,10.7,32.3,1,32,1.4,9.2,7.4,4.6,-10.2,12.6,27.0175,2.795,2.4,22.8
"4955",4955,"2013-10-20",2013,7,"PHI","PHI2013","DAL2013",3,17,20,55,-35,0,-2.5,13.5,22,22.6,6.2,-2.8,25.4,23.38,23.88,23.63,-0.1,-7.4,7.2,10.7,3.4,3.8,28.25,30.84,29.545,13.4,13.6,14.6,29.4,29.8,15.4,16.9,4.5,7.9,6.2,33.3,13.4,26.5875,5.915,46.7,19.9
"4956",4956,"2013-10-20",2013,7,"PIT","PIT2013","BAL2013",19,16,35,41,-6,0,-2.5,-1.5,3.6,4.4,6.5,0.5,3.9,28.14,32.31,30.225,-8.1,-4.7,-22,-7.5,6.3,-28.3,25.79,28.28,27.035,-9.6,6.6,-1.1,8.3,-17.6,26.4,-1,14,-7,5.8,-3.1,-15.5,28.63,3.19,-18.6,12.4
"4957",4957,"2013-10-20",2013,7,"TEN","TEN2013","SF2013",17,31,48,40.5,7.5,1,-3,-6.5,-4.3,1.6,4.8,-3.2,4.8,27.4,30.91,29.155,16.8,22.1,9.1,-4,3.7,5.4,29.45,30.71,30.08,10.3,23.3,17.8,26.4,10.7,7.5,0.8,8.8,-7.2,6.9,-2.4,13.9,29.6175,0.924999999999997,11.5,16.3
"4958",4958,"2013-10-20",2013,7,"WAS","WAS2013","CHI2013",45,41,86,48,38,1,-1,-27.5,-25.9,-10.1,5.3,-12,1.9,26.22,30.8,28.51,6,0.3,13.4,9.4,2,11.4,28.64,31.21,29.925,-21.5,33.5,-25.6,26.2,3.3,23.5,14.7,4.1,-2.6,14,-0.699999999999999,18.7,29.2175,1.415,18,19.4
"4959",4959,"2013-10-21",2013,7,"NYG","NYG2013","MIN2013",23,7,30,47,-17,0,-3.5,-16.5,-11,-22,-10.6,-5.1,-16.9,27.74,31.08,29.41,-8.6,-5.7,-4.4,7.9,3.8,-8.2,26.22,28.64,27.43,-25.1,7.9,-16.7,5.3,-26.4,17.6,-2.7,18.5,2.8,8.9,-14.1,-15,28.42,1.98,-29.1,0.9
"4960",4960,"2013-10-24",2013,8,"TB","TB2013","CAR2013",13,31,44,38.5,5.5,1,-6.5,-5.2,-6,-10,-6.3,-1.5,-8.5,28.18,30.68,29.43,24.7,24,8.7,-15,1,7.7,29.93,32,30.965,19.5,29.9,18,30,-1.3,18.7,-21.3,8.7,-16.5,2.5,-25,2.4,30.1975,1.535,-22.6,27.4
"4961",4961,"2013-10-27",2013,8,"ARI","ARI2013","ATL2013",27,13,40,46.5,-6.5,0,-3,12.6,17.4,-2.5,-19.1,-4.1,1.6,27.72,30.16,28.94,-6.4,-10.5,3.2,9.4,-0.1,3.3,27.77,31.69,29.73,6.2,19,6.9,27.9,0.7,5.7,-9.7,28.5,5.3,4,6.9,-15.9,29.335,0.789999999999999,-9,22.8
"4962",4962,"2013-10-27",2013,8,"CIN","CIN2013","NYJ2013",49,9,58,41.5,16.5,1,-4.5,14,17.3,0.9,-11.8,1.2,-0.3,28.2,30,29.1,-9.5,-10.8,-15.5,-3.9,2.1,-17.6,27.45,29.38,28.415,4.5,23.5,6.5,28.1,-14.6,16.4,-15.7,7.9,-2.7,0.9,-3,-27.3,28.7575,0.685000000000002,-30.3,24.3
"4963",4963,"2013-10-27",2013,8,"DEN","DEN2013","WAS2013",45,21,66,58,8,1,-11,33.2,28.6,34.2,0,-1,35.2,24.73,25.86,25.295,-27.5,-25.9,-10.1,5.3,-12,1.9,26.22,30.8,28.51,5.7,60.7,2.7,54.5,24.1,44.3,5.3,5.3,4.3,11,39.5,-10.1,26.9025,3.215,29.4,49.6
"4964",4964,"2013-10-27",2013,8,"DET","DET2013","DAL2013",31,30,61,50.5,10.5,1,-3,1.9,1.4,-2.1,-4.4,-0.4,-1.7,27.61,30.95,29.28,-0.1,-7.4,7.2,10.7,3.4,3.8,28.25,30.84,29.545,1.8,2,-6,8.8,5.1,9.3,6.3,15.1,10.3,3.8,8.6,2.8,29.4125,0.265000000000001,11.4,5.8
"4965",4965,"2013-10-27",2013,8,"KC","KC2013","CLE2013",23,17,40,39,1,1,-7,16,17.7,3.1,-5.1,7.8,-4.7,28.23,29.28,28.755,-23.7,-25.5,-14.6,10,0.9,-15.5,24.96,28.9,26.93,-7.7,39.7,-7.8,43.2,-11.5,17.7,4.9,15.1,17.8,6.9,13.1,-19.7,27.8425,1.825,-6.6,32.8
"4966",4966,"2013-10-27",2013,8,"MIN","MIN2013","GB2013",31,44,75,47,28,1,-7.5,-8.6,-5.7,-4.4,7.9,3.8,-8.2,26.22,28.64,27.43,-7.7,-14.7,8.5,15.9,-0.3,8.8,26.69,28.92,27.805,-16.3,0.899999999999999,-20.4,9,4.1,12.9,23.8,8,19.7,4.1,11.5,16.4,27.6175,0.375,27.9,4.9
"4967",4967,"2013-10-27",2013,8,"NE","NE2013","MIA2013",27,17,44,45,-1,0,-5.5,17.9,21.5,16.5,5.3,6.7,9.8,24.65,26.59,25.62,-7.4,-7.9,-2.3,2.8,-2.4,0.1,26.66,30.08,28.37,10.5,25.3,13.6,29.4,14.2,18.8,8.1,2.5,9.5,9.1,19.3,3,26.995,2.75,22.3,16.3
"4968",4968,"2013-10-27",2013,8,"NO","NO2013","BUF2013",35,17,52,48,4,1,-10.5,22.9,23.5,16.3,-9.1,-2.5,18.8,28.25,30.26,29.255,-3.9,-4.6,-11.8,-13.4,-5.6,-6.2,23.95,24.92,24.435,19,26.8,18.9,28.1,4.5,28.1,-22.5,4.3,-15.9,3.1,2.9,-20.9,26.845,4.82,-18,23.8
"4969",4969,"2013-10-27",2013,8,"LV","LV2013","PIT2013",21,18,39,40.5,-1.5,0,-2.5,-34.9,-36.6,-17.1,10.7,-7.1,-10,27.93,31.94,29.935,-1.5,3.6,4.4,6.5,0.5,3.9,28.14,32.31,30.225,-36.4,33.4,-33,40.2,-12.7,21.5,17.2,4.2,-0.6,7.6,-10.6,15.1,30.08,0.290000000000003,4.5,25.7
"4970",4970,"2013-10-27",2013,8,"PHI","PHI2013","NYG2013",7,15,22,49.5,-27.5,0,-5.5,13.5,22,22.6,6.2,-2.8,25.4,23.38,23.88,23.63,-16.5,-11,-22,-10.6,-5.1,-16.9,27.74,31.08,29.41,-3,30,11,33,0.600000000000001,44.6,-4.4,16.8,-13.4,2.3,12,-15.8,26.52,5.78,-3.8,27.8
"4971",4971,"2013-10-28",2013,8,"LAR","LAR2013","SEA2013",9,14,23,43.5,-20.5,0,-13,5.4,12.3,-9.7,-8.9,6.3,-16,28.09,32.31,30.2,40,41.3,10.1,-25.1,4.7,5.4,29.08,31.49,30.285,45.4,34.6,53.6,29,0.4,19.8,-34,16.2,-18.8,1.6,-34.8,1.2,30.2425,0.0850000000000009,-33.6,36
"4972",4972,"2013-11-03",2013,9,"BUF","BUF2013","KC2013",13,23,36,41,-5,0,-4.5,-3.9,-4.6,-11.8,-13.4,-5.6,-6.2,23.95,24.92,24.435,16,17.7,3.1,-5.1,7.8,-4.7,28.23,29.28,28.755,12.1,19.9,13.1,22.3,-8.7,14.9,-18.5,8.3,-10.7,13.4,-16.9,-10.3,26.595,4.32,-27.2,6.6
"4973",4973,"2013-11-03",2013,9,"CAR","CAR2013","ATL2013",34,10,44,47,-3,0,-8,24.7,24,8.7,-15,1,7.7,29.93,32,30.965,-6.4,-10.5,3.2,9.4,-0.1,3.3,27.77,31.69,29.73,18.3,31.1,13.5,34.5,11.9,5.5,-5.6,24.4,10.4,1.1,18.1,-11.8,30.3475,1.235,6.3,29.9
"4974",4974,"2013-11-03",2013,9,"DAL","DAL2013","MIN2013",27,23,50,50.5,-0.5,0,-8.5,-0.1,-7.4,7.2,10.7,3.4,3.8,28.25,30.84,29.545,-8.6,-5.7,-4.4,7.9,3.8,-8.2,26.22,28.64,27.43,-8.7,8.5,-13.1,1.7,2.8,11.6,18.6,2.8,11.3,0.4,15.1,6.3,28.4875,2.115,21.4,8.8
"4975",4975,"2013-11-03",2013,9,"HOU","HOU2013","IND2013",24,27,51,44,7,1,-1,-25.4,-30.7,-19.3,1,-5.1,-14.2,26.91,30.82,28.865,2.7,-1.2,4.4,1.6,-0.1,4.5,26.87,28.5,27.685,-22.7,28.1,-31.9,29.5,-14.9,23.7,2.6,0.6,-3.5,5,-17.7,5.4,28.275,1.18,-12.3,23.1
"4976",4976,"2013-11-03",2013,9,"NE","NE2013","PIT2013",55,31,86,43,43,1,-5.5,17.9,21.5,16.5,5.3,6.7,9.8,24.65,26.59,25.62,-1.5,3.6,4.4,6.5,0.5,3.9,28.14,32.31,30.225,16.4,19.4,25.1,17.9,20.9,12.1,11.8,1.2,13.2,6.2,23,9.7,27.9225,4.605,32.7,13.3
"4977",4977,"2013-11-03",2013,9,"LV","LV2013","PHI2013",20,49,69,45.5,23.5,1,-1,-34.9,-36.6,-17.1,10.7,-7.1,-10,27.93,31.94,29.935,13.5,22,22.6,6.2,-2.8,25.4,23.38,23.88,23.63,-21.4,48.4,-14.6,58.6,5.5,39.7,16.9,4.5,-0.899999999999999,4.3,-10.9,33.3,26.7825,6.305,22.4,44.2
"4978",4978,"2013-11-03",2013,9,"SEA","SEA2013","TB2013",27,24,51,40.5,10.5,1,-14.5,40,41.3,10.1,-25.1,4.7,5.4,29.08,31.49,30.285,-5.2,-6,-10,-6.3,-1.5,-8.5,28.18,30.68,29.43,34.8,45.2,35.3,47.3,0.0999999999999996,20.1,-31.4,18.8,-1.6,6.2,3.8,-35.1,29.8575,0.855,-31.3,38.9
"4979",4979,"2013-11-03",2013,9,"LAR","LAR2013","TEN2013",21,28,49,40.5,8.5,1,-3,5.4,12.3,-9.7,-8.9,6.3,-16,28.09,32.31,30.2,-6.5,-4.3,1.6,4.8,-3.2,4.8,27.4,30.91,29.155,-1.1,11.9,8,16.6,-8.1,11.3,-4.1,13.7,11.1,9.5,-4.9,-7.3,29.6775,1.045,-12.2,2.4
"4980",4980,"2013-11-03",2013,9,"WAS","WAS2013","LAC2013",30,24,54,48.5,5.5,1,0,-27.5,-25.9,-10.1,5.3,-12,1.9,26.22,30.8,28.51,5.2,12.1,23.6,19.3,0.8,22.8,29.47,31.96,30.715,-22.3,32.7,-13.8,38,13.5,33.7,24.6,14,7.3,12.8,9.2,28.9,29.6125,2.205,38.1,19.7
"4981",4981,"2013-11-04",2013,9,"GB","GB2013","CHI2013",20,27,47,50.5,-3.5,0,-9.5,-7.7,-14.7,8.5,15.9,-0.3,8.8,26.69,28.92,27.805,6,0.3,13.4,9.4,2,11.4,28.64,31.21,29.925,-1.7,13.7,-14.4,15,21.9,4.9,25.3,6.5,9.1,2.3,17.9,29.3,28.865,2.12,47.2,11.4
"4982",4982,"2013-11-07",2013,10,"MIN","MIN2013","WAS2013",34,27,61,48,13,1,-1,-8.6,-5.7,-4.4,7.9,3.8,-8.2,26.22,28.64,27.43,-27.5,-25.9,-10.1,5.3,-12,1.9,26.22,30.8,28.51,-36.1,18.9,-31.6,20.2,-14.5,5.7,13.2,2.6,9.1,15.8,0.899999999999999,-2.2,27.97,1.08,-1.3,3.1
"4983",4983,"2013-11-10",2013,10,"ARI","ARI2013","HOU2013",27,24,51,42,9,1,-3.5,12.6,17.4,-2.5,-19.1,-4.1,1.6,27.72,30.16,28.94,-25.4,-30.7,-19.3,1,-5.1,-14.2,26.91,30.82,28.865,-12.8,38,-13.3,48.1,-21.8,16.8,-18.1,20.1,-3.1,1,-1.5,-38.4,28.9025,0.0750000000000028,-39.9,36.9
"4984",4984,"2013-11-10",2013,10,"ATL","ATL2013","SEA2013",10,33,43,47,-4,0,-3,-6.4,-10.5,3.2,9.4,-0.1,3.3,27.77,31.69,29.73,40,41.3,10.1,-25.1,4.7,5.4,29.08,31.49,30.285,33.6,46.4,30.8,51.8,13.3,6.9,-15.7,34.5,-25.2,4.8,-21.9,19.5,30.0075,0.555,-2.4,41.4
"4985",4985,"2013-11-10",2013,10,"BAL","BAL2013","CIN2013",20,17,37,43.5,-6.5,0,-2,-8.1,-4.7,-22,-7.5,6.3,-28.3,25.79,28.28,27.035,14,17.3,0.9,-11.8,1.2,-0.3,28.2,30,29.1,5.9,22.1,12.6,22,-21.1,22.9,-19.3,4.3,-5.5,5.1,-33.8,-6.6,28.0675,2.065,-40.4,27.2
"4986",4986,"2013-11-10",2013,10,"CHI","CHI2013","DET2013",19,21,40,52,-12,0,-1.5,6,0.3,13.4,9.4,2,11.4,28.64,31.21,29.925,1.9,1.4,-2.1,-4.4,-0.4,-1.7,27.61,30.95,29.28,7.9,4.1,1.7,1.1,11.3,15.5,5,13.8,-2.4,2.4,9,7.3,29.6025,0.645,16.3,1.7
"4987",4987,"2013-11-10",2013,10,"GB","GB2013","PHI2013",13,27,40,47,-7,0,-1,-7.7,-14.7,8.5,15.9,-0.3,8.8,26.69,28.92,27.805,13.5,22,22.6,6.2,-2.8,25.4,23.38,23.88,23.63,5.8,21.2,7.3,36.7,31.1,14.1,22.1,9.7,5.9,2.5,14.7,38.5,25.7175,4.175,53.2,23.8
"4988",4988,"2013-11-10",2013,10,"IND","IND2013","LAR2013",8,38,46,43,3,1,-7,2.7,-1.2,4.4,1.6,-0.1,4.5,26.87,28.5,27.685,5.4,12.3,-9.7,-8.9,6.3,-16,28.09,32.31,30.2,8.1,2.7,11.1,13.5,-5.3,14.1,-7.3,10.5,-9,6.4,-4.5,-8.1,28.9425,2.515,-12.6,3.6
"4989",4989,"2013-11-10",2013,10,"NO","NO2013","DAL2013",49,17,66,53.5,12.5,1,-5.5,22.9,23.5,16.3,-9.1,-2.5,18.8,28.25,30.26,29.255,-0.1,-7.4,7.2,10.7,3.4,3.8,28.25,30.84,29.545,22.8,23,16.1,30.9,23.5,9.1,1.6,19.8,8.2,5.9,27,-1.9,29.4,0.290000000000003,25.1,28.9
"4990",4990,"2013-11-10",2013,10,"NYG","NYG2013","LV2013",24,20,44,41,3,1,-7,-16.5,-11,-22,-10.6,-5.1,-16.9,27.74,31.08,29.41,-34.9,-36.6,-17.1,10.7,-7.1,-10,27.93,31.94,29.935,-51.4,18.4,-47.6,25.6,-39.1,4.9,0.0999999999999996,21.3,5.6,2,-11.3,-27.7,29.6725,0.524999999999999,-39,16.4
"4991",4991,"2013-11-10",2013,10,"PIT","PIT2013","BUF2013",23,10,33,43,-10,0,-2.5,-1.5,3.6,4.4,6.5,0.5,3.9,28.14,32.31,30.225,-3.9,-4.6,-11.8,-13.4,-5.6,-6.2,23.95,24.92,24.435,-5.4,2.4,-1,8.2,-7.4,16.2,-6.9,19.9,-12.9,6.1,-9,-5.3,27.33,5.79,-14.3,3.7
"4992",4992,"2013-11-10",2013,10,"LAC","LAC2013","DEN2013",20,28,48,57,-9,0,-7,5.2,12.1,23.6,19.3,0.8,22.8,29.47,31.96,30.715,33.2,28.6,34.2,0,-1,35.2,24.73,25.86,25.295,38.4,28,40.7,16.5,57.8,10.6,19.3,19.3,0.8,1.8,23.6,53.5,28.005,5.42,77.1,29.9
"4993",4993,"2013-11-10",2013,10,"SF","SF2013","CAR2013",9,10,19,42.5,-23.5,0,-5.5,16.8,22.1,9.1,-4,3.7,5.4,29.45,30.71,30.08,24.7,24,8.7,-15,1,7.7,29.93,32,30.965,41.5,7.9,46.1,1.9,17.8,0.4,-19,11,-11.3,2.7,-5.9,4.7,30.5225,0.885000000000002,-1.2,10.6
"4994",4994,"2013-11-10",2013,10,"TEN","TEN2013","JAX2013",27,29,56,42,14,1,-11.5,-6.5,-4.3,1.6,4.8,-3.2,4.8,27.4,30.91,29.155,-40.2,-26.7,-30.3,12.5,2.5,-32.8,25.12,28.37,26.745,-46.7,33.7,-31,22.4,-28.7,31.9,17.3,7.7,9.3,5.7,14.1,-25.5,27.95,2.41,-11.4,39.6
"4995",4995,"2013-11-11",2013,10,"TB","TB2013","MIA2013",22,19,41,39.5,1.5,1,-2.5,-5.2,-6,-10,-6.3,-1.5,-8.5,28.18,30.68,29.43,-7.4,-7.9,-2.3,2.8,-2.4,0.1,26.66,30.08,28.37,-12.6,2.2,-13.9,1.9,-12.3,7.7,-3.5,9.1,1.3,0.9,-7.2,-8.6,28.9,1.06,-15.8,1.4
"4996",4996,"2013-11-14",2013,11,"TEN","TEN2013","IND2013",27,30,57,42,15,1,-3,-6.5,-4.3,1.6,4.8,-3.2,4.8,27.4,30.91,29.155,2.7,-1.2,4.4,1.6,-0.1,4.5,26.87,28.5,27.685,-3.8,9.2,-5.5,3.1,6,2.8,6.4,3.2,-1.6,3.1,3.2,9.2,28.42,1.47,12.4,6
"4997",4997,"2013-11-17",2013,11,"BUF","BUF2013","NYJ2013",37,14,51,39.5,11.5,1,-2,-3.9,-4.6,-11.8,-13.4,-5.6,-6.2,23.95,24.92,24.435,-9.5,-10.8,-15.5,-3.9,2.1,-17.6,27.45,29.38,28.415,-13.4,5.6,-15.4,6.2,-27.3,3.7,-17.3,9.5,-9.5,7.7,-15.7,-28.9,26.425,3.98,-44.6,13.2
"4998",4998,"2013-11-17",2013,11,"CHI","CHI2013","BAL2013",23,20,43,41,2,1,-3.5,6,0.3,13.4,9.4,2,11.4,28.64,31.21,29.925,-8.1,-4.7,-22,-7.5,6.3,-28.3,25.79,28.28,27.035,-2.1,14.1,-4.4,5,-8.6,35.4,1.9,16.9,-5.5,4.3,5.9,-12.6,28.48,2.89,-6.7,18.5
"4999",4999,"2013-11-17",2013,11,"CIN","CIN2013","CLE2013",41,20,61,40,21,1,-4.5,14,17.3,0.9,-11.8,1.2,-0.3,28.2,30,29.1,-23.7,-25.5,-14.6,10,0.9,-15.5,24.96,28.9,26.93,-9.7,37.7,-8.2,42.8,-13.7,15.5,-1.8,21.8,11.2,0.3,10.9,-26.4,28.015,2.17,-15.5,37.3
"5000",5000,"2013-11-17",2013,11,"DEN","DEN2013","KC2013",27,17,44,49,-5,0,-7.5,33.2,28.6,34.2,0,-1,35.2,24.73,25.86,25.295,16,17.7,3.1,-5.1,7.8,-4.7,28.23,29.28,28.755,49.2,17.2,46.3,10.9,37.3,31.1,-5.1,5.1,-6.1,8.8,29.1,3.1,27.025,3.46,32.2,26
"5001",5001,"2013-11-17",2013,11,"HOU","HOU2013","LV2013",23,28,51,40.5,10.5,1,-10.5,-25.4,-30.7,-19.3,1,-5.1,-14.2,26.91,30.82,28.865,-34.9,-36.6,-17.1,10.7,-7.1,-10,27.93,31.94,29.935,-60.3,9.5,-67.3,5.9,-36.4,2.2,11.7,9.7,5.6,2,-8.6,-16.1,29.4,1.07,-24.7,7.5
"5002",5002,"2013-11-17",2013,11,"JAX","JAX2013","ARI2013",14,27,41,40.5,0.5,1,-9,-40.2,-26.7,-30.3,12.5,2.5,-32.8,25.12,28.37,26.745,12.6,17.4,-2.5,-19.1,-4.1,1.6,27.72,30.16,28.94,-27.6,52.8,-9.3,44.1,-32.8,27.8,-6.6,31.6,-16.6,6.6,-49.4,10,27.8425,2.195,-39.4,59.4
"5003",5003,"2013-11-17",2013,11,"MIA","MIA2013","LAC2013",20,16,36,44.5,-8.5,0,-3,-7.4,-7.9,-2.3,2.8,-2.4,0.1,26.66,30.08,28.37,5.2,12.1,23.6,19.3,0.8,22.8,29.47,31.96,30.715,-2.2,12.6,4.2,20,21.3,25.9,22.1,16.5,16.9,3.2,17,26.4,29.5425,2.345,43.4,9.4
"5004",5004,"2013-11-17",2013,11,"NO","NO2013","SF2013",23,20,43,49.5,-6.5,0,-3.5,22.9,23.5,16.3,-9.1,-2.5,18.8,28.25,30.26,29.255,16.8,22.1,9.1,-4,3.7,5.4,29.45,30.71,30.08,39.7,6.1,45.6,1.4,25.4,7.2,-13.1,5.1,-6.5,6.2,12.3,0,29.6675,0.824999999999999,12.3,12.3
